0,1
Datasets/LJSpeech-1.1/wavs/LJ049-0220.wav,"that the determination of whether or not there should be a relocation of responsibilities and functions should be left to the executive and the congress,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0069.wav,"this basic approach to the problem of planning for emergencies is sound.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0230.wav,"can and should be recommended by this commission in the interest of the more efficient protection of the president.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0076.wav,"and things got worse and worse through the whole of the seventeenth century, so that in the eighteenth printing was very miserably performed.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0007.wav,"the earliest book printed with movable types, the gutenberg,"" or """"forty-two line bible"""" of about fourteen fifty-five"",,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0053.wav,"they must be considered to have ended the age of fine printing in italy.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0177.wav,"and robert i. bouck, who was in charge of the protective research section of the secret service, believed that the accumulation of the facts known to the fbi,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0204.wav,"while in accordance with its mandate,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0173.wav,"as the testimony of j. edgar hoover and other bureau officials revealed, the fbi did not believe that its directive required the bureau,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0170.wav,"indicating the possibility of an attempt against the person or safety of the president, end quote, or other protected persons.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0075.wav,"the commission shares this concern.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0010.wav,"now, as all books not primarily intended as picture-books consist principally of types composed to form letterpress,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0119.wav,"they should be responsible for advising the secret service if information develops indicating the existence of an assassination plot,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice39.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0116.wav,"still clings to a foolish, because misunderstood conventionality, deduced from what was once ornament, and is by no means useful;,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0004.wav,"produced the block books, which were the immediate predecessors of the true printed book,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0028.wav,"but by printers in strasburg, basle, paris, lubeck, and other cities."
Datasets/LJSpeech-1.1/wavs/LJ050-0070.wav,"the fbi now transmits information on all defectors, a category which would, of course, have included oswald.,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice22.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ050-0086.wav,"under these criteria, whether the case should be referred to the secret service depends on the existence of a previous history of mental instability,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0137.wav,but another point which they should attend to they almost always disregard;
Datasets/LJSpeech-1.1/wavs/LJ050-0108.wav,"the secret service's liaison with the agencies that supply information to it has been too casual.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0048.wav,"his letter is admirably clear and regular, but at least as beautiful as any other roman type."
Datasets/LJSpeech-1.1/wavs/myvoice24.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0025.wav,"imitates a much freer hand, simpler, rounder, and less spiky, and therefore far pleasanter and easier to read."
Datasets/LJSpeech-1.1/wavs/LJ049-0191.wav,"is properly manned and equipped to carry on extensive information gathering functions within the united states.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0012.wav,"especially as no more time is occupied, or cost incurred, in casting, setting, or printing beautiful letters,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0167.wav,"buildings are not checked either by secret service agents or by any other law enforcement officers at the request of the secret service.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0139.wav,"and the attorney general at any meetings which are concerned with presidential protection.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0226.wav,"could improve their existing capacities and procedures so as to lessen the chances of assassination.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0050.wav,"and though the famous family of aldus restored its technical excellence, rejecting battered letters,"
Datasets/LJSpeech-1.1/wavs/LJ049-0071.wav,"if the advance preparation is thorough, and the protective devices and techniques employed are sound,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0079.wav,"many changes have already been made and others are contemplated, some of them in response to the commission's questions and informal suggestions.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0129.wav,"the lateral compression of his letters renders necessary.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice2.wav,nan
Datasets/LJSpeech-1.1/wavs/myvoice34.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0003.wav,"for although the chinese took impressions from wood blocks engraved in relief for centuries before the woodcutters of the netherlands, by a similar process,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0150.wav,"a cabinet-level committee which is actively concerned with these problems would be able to discuss these matters more effectively with the president.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0027.wav,"especially as regards the lower-case letters; and type very similar was used during the next fifteen or twenty years not only by schoeffer,"
Datasets/LJSpeech-1.1/wavs/LJ049-0171.wav,"with two federal agencies operating in the same general field of preventive investigation,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0183.wav,"regarding such threats and that its protective research section is not adequately staffed or equipped,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0113.wav,"there is a grossness in the upper finishings of letters like the c, the a, and so on,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice36.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0128.wav,"the fbi is the major domestic investigating agency of the united states,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0106.wav,"oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0223.wav,"and direction of the activities of all existing agencies of government which are in a position to and do, furnish information,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0116.wav,"of such persons as have been constitutionally and lawfully provided to succeed thereto in case of a vacancy. it is important to this country,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0082.wav,"had there been reason to believe that the assassination was the result of a conspiracy, federal jurisdiction could have been asserted;,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0176.wav,"on the other hand, the secret service had no knowledge whatever of oswald, his background, or his employment at the book depository,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0123.wav,"over the assassination of president kennedy led to embarrassment and confusion in the subsequent investigation by federal and local authorities.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0125.wav,"once experience has been gained in implementing such agreements with the federal and leading state and local agencies,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0149.wav,"from the time when books first took their present shape till the end of the sixteenth century, or indeed later,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0172.wav,"at the two places in dallas where the president would remain for a period of time, love field and the trade mart,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0096.wav,"there have been a number of efforts to make assassination a federal crime, particularly after the assassination of president mckinley,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0150.wav,"the page so lay on the paper that there was more space allowed to the bottom and fore margin than to the top and back of the paper,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice19.wav,nan
Datasets/LJSpeech-1.1/wavs/myvoice3.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0043.wav,a further development of the roman letter took place at venice.
Datasets/LJSpeech-1.1/wavs/LJ049-0165.wav,"which first appeared in the appropriation of the department of justice in nineteen ten under the heading, quote, miscellaneous objects, end quote.,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice28.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0197.wav,"it is also contended that the agents should be intimately associated with the life of the presidential family,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0078.wav,"have properly taken the initiative in reexamining major aspects of presidential protection.,,,,,,,,,,,,,,,,,,,"
